,Name,Updated SMILES,Biološka uporabnost (%),nAtom,nHeavyAtom,nH,nO,nBonds,nBondsO,nBondsS,nBondsKS,C2SP3,NsOH,nHBAcc,MPC2,ATS0se,ATS1se,ATS1pe,ATS1are,ATSC0p,ETA_eta_L,ZMIC0,PEOE_VSA1,SlogP_VSA2,VSA_EState9,bpol,MW,nRot,FilterItLogS,bioavailability
317,Ergoloid mesylate,O1C(NC(=O)C2CC3C(N(C2)C)Cc2c4c3cccc4[nH]c2)(C(C)C)C(=O)N2C(C(CC)(C)C)C(=O)N3C(CCC3)C12O,25.0,88,43,45,5,94,49,81,87,9,1,6,80,668.9346679999999,725.407604,605.047,591.9830000000002,19.557070471395626,13.447575176328945,144.96324260644462,25.207113981495198,92.4105131078675,95.4166666666667,55.75431500000008,591.3420695400013,5,-5.139570220512391,25.0
318,Ergonovine,OCC(NC(=O)C1C=C2C(N(C1)C)Cc1c3c2cccc3[nH]c1)C,50.0,47,24,23,2,50,27,38,44,3,1,3,40,355.10281599999985,385.573628,321.997,314.933,10.66552520052443,6.495957666241832,80.24414871834486,15.407294519794245,53.1805873873885,52.50000000000002,26.791760999999994,325.17902697600067,3,-3.5936125308815896,50.0
319,Ergotamine,O1C(NC(=O)C2C=C3C(N(C2)C)Cc2c4c3cccc4[nH]c2)(C)C(=O)N2C(Cc3ccccc3)C(=O)N3C(CCC3)C12O,1.5,78,43,35,5,85,50,65,74,8,1,6,79,601.7500280000003,661.7718,555.4495,543.2330000000002,17.67441955894545,11.351504345592215,141.1704582179109,20.307204250644727,92.4105131078675,97.33333333333331,45.722245000000036,581.263819220001,4,-5.2484748351538215,1.5
320,Erlotinib,O(CCOC)c1cc2c(ncnc2Nc2cc(ccc2)C#C)cc1OCCOC,59.0,52,29,23,4,54,31,36,45,0,0,7,40,404.42779599999983,425.95094000000006,357.33849999999984,350.05400000000014,11.782538595966976,6.084008673185495,95.37283087925027,24.264240419206534,50.61507998250114,64.66666666666666,32.867761,393.1688562160006,10,-6.203412382501988,59.0
321,Erythromycin,O1C(CC)C(O)(C)C(O)C(C)C(=O)C(CC(O)(C)C(OC2OC(CC(N(C)C)C2O)C)C(C)C(OC2OC(C)C(O)C(OC)(C2)C)C(C)C1=O)C,41.25,118,51,67,13,120,53,118,118,13,5,14,82,912.910124,939.360988,777.1614999999997,762.525,24.567753958279962,17.710203948246285,184.4034554233756,58.8537244278543,147.64701626875856,126.08333333333331,81.07686900000016,733.4612412040019,7,-2.411123958127022,41.25
322,Esomeprazole,S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2cc(OC)ccc2n1,61.5,43,24,19,3,45,26,28,37,0,0,5,37,335.24349299999994,354.227534,295.8337,288.7940000000001,12.465327422026599,4.98909750087105,77.9594954042403,14.457704428547304,33.38042913756116,43.2035833175863,29.940933,345.11471246800056,5,-5.866619392915416,61.5
323,Estazolam,Clc1cc2c(-n3c(nnc3)CN=C2c2ccccc2)cc1,93.0,32,21,11,0,35,24,17,26,0,0,4,34,247.433529,272.540746,230.8111,224.4749,7.506144663128719,3.893871372577432,66.98152419202772,0.0,20.476148267164128,36.459488991069676,15.535276999999995,294.0672240320003,1,-4.901134342805039,93.0
324,Estradiol,OC1CCC2C3C(CCC12C)c1c(cc(O)cc1)CC3,5.0,44,20,24,2,47,23,41,44,7,2,2,36,323.6758559999999,353.948844,292.6525,285.15,10.517637268898179,7.125527947630688,71.66356562598048,10.213054789681411,16.317021177429716,40.583333333333336,24.076968,272.17763000800045,0,-3.2946985577930246,5.0
325,Estradiol_17-valerate,O(C(=O)CCCC)C1CCC2C3C(CCC12C)c1c(cc(O)cc1)CC3,3.0,58,26,32,3,61,29,54,57,10,1,3,43,428.47786399999984,458.766196,379.1284999999999,369.45,13.69774998624772,9.319176718284854,93.47717070030777,9.843390348640755,17.17979907054086,53.25,34.706624000000005,356.2351448840009,4,-5.116558889893646,3.0
326,Estramustine phosphate,ClCCN(CCCl)C(Oc1cc2CCC3C4CCC(OP(O)(O)=O)C4(CCC3c2cc1)C)=O,51.85,65,33,32,6,68,36,60,63,7,2,4,54,509.2111229999999,528.194812,437.5879,425.165,22.67353564456221,11.0252076756306,111.81692713362392,19.42359589015548,51.73345909680797,51.982392810868454,47.88062400000005,519.1344297340007,7,-4.728172316303012,51.85
327,Ethacrynic acid,Clc1c(Cl)c(OCC(O)=O)ccc1C(=O)C(CC)=C,99.0,31,19,12,4,31,19,22,25,1,1,3,26,256.20639000000006,247.50543199999998,207.284,201.1,8.837628497082967,4.2267093354453875,68.241978385965,9.843390348640755,23.465959593670412,43.4585868606702,16.530483999999998,302.01126422400034,6,-4.0205708697999665,99.0
328,Ethambutol,OCC(NCCNC(CC)CO)CC,77.0,38,14,24,2,37,13,37,37,4,2,4,14,283.755,285.786948,234.7815,230.858,7.193397046664843,5.294789667101996,47.166924980749165,20.846631997694075,48.600013188828314,32.66666666666667,25.216967999999998,204.183778008,9,-2.139738770335224,77.0
329,Ethanol,OCC,80.0,9,3,6,1,8,2,8,8,0,1,1,1,68.743532,62.63372800000001,50.8925,50.2,1.5215138905868888,1.0540925533894598,10.944027785790622,5.106527394840706,11.713409359353626,9.5,6.0192419999999975,46.041864812,0,0.12920295684639066,80.0
330,Ethinylestradiol,OC1(CCC2C3C(CCC12C)c1c(cc(O)cc1)CC3)C#C,41.5,46,22,24,2,49,25,42,45,6,2,2,40,338.7568879999999,369.029876,305.6575,297.65,11.176045684875481,7.382283459980272,77.59366381900955,10.213054789681411,15.8141056006651,47.0,24.076968,296.1776300080007,0,-3.587685292399922,41.5
331,Ethionamide,S=C(N)c1cc(ncc1)CC,80.0,21,11,10,0,21,11,14,17,1,0,2,14,156.65588900000006,160.71445799999995,133.6085,130.38299999999998,7.520049711113808,2.629538145510548,38.4262280827833,5.733667477162185,9.972480622685401,20.347097505668934,11.832069999999998,166.05646932,2,-2.1478337856668417,80.0
332,Ethopropazine,S1c2c(N(c3c1cccc3)CC(N(CC)CC)C)cccc2,5.0,46,22,24,0,48,24,36,42,1,0,3,33,333.66006099999987,360.335612,298.35,290.25,13.808738622614616,6.043630741282464,76.49335250088363,4.899909730850478,30.576019777736164,38.455362391870324,29.956968,312.16601976800064,5,-4.887274762441082,5.0
333,Ethosuximide,O=C1NC(=O)CC1(CC)C,93.0,21,10,11,2,21,10,19,19,2,0,2,15,163.59178400000005,162.30748,134.851,132.10399999999998,4.426716467113808,3.0517742569508686,34.198025571500395,0.0,11.814359458703013,28.08333333333334,13.341276999999998,141.078978592,1,-1.9600525506418456,93.0
334,Ethoxzolamide,s1c2cc(OCC)ccc2nc1S(=O)(=O)N,65.0,26,16,10,3,27,17,15,21,0,0,5,25,212.995402,219.30576000000002,182.1521,176.9788,11.07498253137846,3.6611073233540017,55.632158783238296,4.736862953800049,20.008657469789068,23.957546388154025,21.45407,258.01328418,3,-2.618453472714392,65.0
335,Etidocaine,O=C(Nc1c(cccc1C)C)C(N(CCC)CC)CC,0.0,48,20,28,1,48,20,41,44,3,0,2,26,350.060752,359.90963999999997,296.725,289.879,10.710659724571665,5.98428943672216,70.40348752542882,5.316788604006331,29.93844310117509,41.49999999999999,31.23779599999999,276.2201635160006,7,-4.882410326670232,0.0
336,Etidronic Acid,P(O)(O)(=O)C(P(O)(O)=O)(O)C,5.0,19,11,8,7,18,10,16,16,0,5,3,18,174.94120600000005,155.234376,126.31510000000002,123.56000000000002,15.55245075761642,2.909935117632988,48.284090937523956,24.68017380585061,29.763401425918122,28.35736111111111,25.441656,205.97452585599999,2,2.5166610006740098,5.0
337,Etilefrine,Oc1cc(ccc1)C(O)CNCC,55.0,28,13,15,2,28,13,22,25,1,2,3,16,213.08718800000003,218.106628,180.7145,177.25400000000005,6.172220831626964,3.310737568701507,44.619550418337,15.529843393687742,23.30256760150657,32.16666666666667,15.618104999999995,181.11027872,4,-1.938081581685424,55.0
338,Etodolac,O1CCc2c([nH]c3c2cccc3CC)C1(CC(O)=O)CC,90.0,42,21,21,3,44,23,33,39,4,1,2,34,319.53329999999994,338.85078,281.9805,275.55400000000003,9.728584258628787,5.995789799847004,71.79746715994955,14.827368869587962,22.666693168252678,47.75,24.241347,287.1521435320006,4,-4.745588308171107,90.0
339,Etofylline,O=C1N(C)C(=O)N(c2ncn(c12)CCO)C,80.0,28,16,12,3,29,17,17,25,0,1,7,25,229.34790400000009,236.966284,200.3735,197.625,5.409446820678856,3.47964251858925,54.22326627493415,9.67362704263206,30.398686823674893,40.792061602418755,20.044484,224.09094024400002,2,-0.3702417194599698,80.0
340,Etoricoxib,Clc1cc(c(nc1)-c1ccc(nc1)C)-c1ccc(S(=O)(=O)C)cc1,99.5,39,24,15,2,41,26,21,30,0,0,4,38,304.4324259999999,317.428098,264.66689999999994,255.805,12.3099801021959,4.423592401487714,74.62039057052908,0.0,24.641523209734764,32.58707696188871,24.494104999999998,358.0542764000004,3,-6.594284567836794,99.5
341,Etretinate,O(C)c1cc(C)c(C=CC(=CC=CC(=CC(OCC)=O)C)C)c(C)c1C,40.0,56,26,30,3,56,26,45,48,0,0,3,34,415.04093599999993,422.049216,348.7125,340.0,13.358291008968216,6.657326578571296,92.66408968261213,9.473725907600098,19.6859847937423,56.83333333333334,34.43621,354.2194948200008,7,-5.108235451030929,40.0
342,Exemestane,O=C1CCC2C3C(CCC12C)C1(C(=CC(=O)C=C1)C(C3)=C)C,51.0,46,22,24,2,49,25,44,44,5,0,2,41,338.7568879999999,364.322804,301.7415,293.25,11.176045684875481,7.7115944950708375,77.59366381900955,0.0,11.566489892729876,47.66666666666666,25.812967999999994,296.1776300080007,0,-4.092885292399922,51.0
343,Ezetimibe,Fc1ccc(cc1)C(O)CCC1C(N(C1=O)c1ccc(F)cc1)c1ccc(O)cc1,45.0,51,30,21,3,54,33,35,44,4,2,3,47,404.316912,421.07206799999994,354.15849999999995,345.92499999999984,12.461924742252352,6.605117062326393,94.60805462745036,15.112964520531893,16.12023451903292,53.240357446638434,25.871347,409.1489499720007,6,-5.38945764334321,45.0
344,Famciclovir,O(C(=O)C)CC(CCn1c2nc(ncc2nc1)N)COC(=O)C,76.75,42,23,19,4,43,24,31,37,1,0,9,32,337.63308399999994,345.7921120000001,290.918,286.2580000000001,8.419941038738404,5.361978455299207,77.34703382416079,19.774493032553643,44.6714097155625,57.831440854119435,28.828933000000003,321.1437040880005,7,-2.4784939946118434,76.75
345,Famotidine,s1cc(nc1N=C(N)N)CSCCC(=NS(=O)(=O)N)N,42.25,35,20,15,2,35,20,26,29,1,0,6,27,285.44751899999994,289.3608240000001,240.5528,235.3936,15.077165311277142,5.396646639270517,72.33210059235432,17.201002431486554,30.94980346652404,33.34278291073654,27.764104999999994,337.04493572000035,7,-1.1133427599602004,42.25
346,Felbamate,O(CC(COC(=O)N)c1ccccc1)C(=O)N,90.0,31,17,14,4,31,17,23,26,0,0,4,21,250.81430800000007,249.901108,209.5105,206.11599999999999,6.5250539561955465,3.6787626614004125,58.02692589493818,20.94106086192447,25.400244070902662,48.33333333333334,18.112898,238.095356928,5,-1.1662278298898423,90.0
347,Felodipine,Clc1c(cccc1Cl)C1C(C(OCC)=O)=C(NC(C)=C1C(OC)=O)C,15.0,44,25,19,4,45,26,35,38,0,0,5,37,351.13985399999984,353.873932,295.96,287.754,11.897768096619888,6.170161171288664,84.73678328148526,14.790514511606428,25.65529008169415,51.031696376081285,25.858933,383.0691134480005,4,-5.592245853283916,15.0
348,Femoxetine,O(CC1CN(CCC1c1ccccc1)C)c1ccc(OC)cc1,8.0,48,23,25,2,50,25,38,44,1,0,3,33,355.67698799999994,380.117796,315.639,308.0250000000001,11.367301347670312,5.809474486540843,79.27682408064061,14.373635638450574,38.75377403114327,44.66666666666667,30.262174999999992,311.1885290400008,5,-4.4590420816951655,8.0
349,Fenbufen,OC(=O)CCC(=O)c1ccc(cc1)-c1ccccc1,78.0,33,19,14,3,34,20,20,26,2,1,2,26,254.7619,260.290808,217.3565,211.7,7.950642151085877,3.809963626036378,63.50691292567989,5.106527394840706,16.859077629157493,49.33333333333334,15.780897999999995,254.094294308,5,-3.688453525638829,78.0
350,Fenflumizole,Fc1cc(F)ccc1-c1[nH]c(c(n1)-c1ccc(OC)cc1)-c1ccc(OC)cc1,50.0,47,29,18,2,50,32,27,39,0,0,3,45,373.47092399999985,392.356376,331.50699999999995,323.954,11.337633586961234,5.257410985637459,88.47555284972681,14.457704428547304,24.187552124449486,43.494135342396966,25.465726,392.1336342560005,5,-7.863677506186472,50.0
351,Fenoldopam,Clc1c2c(cc(O)c1O)C(CNCC2)c1ccc(O)cc1,6.0,37,21,16,3,39,23,27,33,1,3,4,33,290.47608899999994,307.478158,257.13249999999994,250.779,9.481495604682808,4.8019618030946845,69.0089366015009,20.63637078852845,28.40909499634727,45.92192547801013,17.131311999999998,305.08187105200045,1,-3.9655257238129122,6.0
352,Fenoterol,Oc1cc(cc(O)c1)CC(O)NC(Cc1ccc(O)cc1)C,2.0,43,22,21,4,44,23,32,38,3,4,5,31,332.88501599999995,345.911388,287.8545,282.154,9.811196522145066,5.07878062720049,75.6743961206587,20.426109579362823,32.69585157924565,56.50000000000002,21.637347,303.14705815200057,6,-2.888346920457564,2.0
353,Fenspiride,O1C2(CCN(CC2)CCc2ccccc2)CNC1=O,90.0,39,19,20,2,41,21,34,37,3,0,3,29,294.583724,315.495836,262.8865,257.129,8.791543358015897,5.399045388529549,64.19242241318524,14.953561288656855,42.77322623642288,40.08333333333333,24.948139999999995,260.15247788000005,3,-3.398164213824004,90.0
354,Fentanyl,O=C(N(C1CCN(CC1)CCc1ccccc1)c1ccccc1)CC,32.0,53,25,28,1,55,27,42,48,5,0,2,35,387.7633319999998,412.762244,342.414,333.8,12.491078993552835,6.712031016648775,86.48339798825434,9.799819461700956,36.483199507087676,49.83333333333334,32.377796000000004,336.22016351600075,6,-4.7503034051430335,32.0
355,Fexofenadine,OC(C1CCN(CC1)CCCC(O)c1ccc(cc1)C(C(O)=O)(C)C)(c1ccccc1)c1ccccc1,52.75,76,37,39,4,79,40,60,69,5,3,4,57,566.9251080000001,599.932992,497.5905,485.375,18.070772169804034,10.013777050153099,127.87812934171691,20.219491915372593,45.82306642106217,82.99999999999999,41.703073000000025,501.28790872800107,10,-5.983810740694732,52.75
356,Finasteride,O=C1NC2CCC3C4CCC(C(=O)NC(C)(C)C)C4(CCC3C2(C=C1)C)C,64.0,63,27,36,2,66,30,63,63,7,0,2,49,462.40327599999983,494.68023200000016,408.728,398.708,14.25564718998774,10.186653714612936,94.58840639778454,10.633577208012662,23.39512554023432,55.75,38.99145200000002,372.27767839200106,1,-4.542596227818932,64.0
357,Flecainide,FC(F)(F)COc1ccc(OCC(F)(F)F)cc1C(=O)NCC1NCCCC1,95.0,48,28,20,3,49,29,42,45,4,0,4,41,419.016472,401.39861200000007,341.153,335.958,11.108573111571665,7.415159868182746,93.54702337241888,20.107303115612762,50.60489433423739,19.869712917103342,32.22214,414.1378118200006,7,-5.5304108265115905,95.0
358,Fleroxacin,Fc1c2N(C=C(C(O)=O)C(=O)c2cc(F)c1N1CCN(CC1)C)CCF,99.0,44,26,18,3,46,28,33,40,0,1,5,41,367.78118,370.48778799999997,314.0015,308.5250000000001,10.043247230757546,6.053414013320911,82.58362121431924,19.47344650433301,60.44413064003678,34.609542175647434,28.262726,369.1300260960006,4,-3.6170253789238345,99.0
359,Floxuridine,FC1=CN(C2OC(CO)C(O)C2)C(=O)NC1=O,90.0,28,17,11,5,29,18,21,26,3,2,6,26,244.92960000000005,244.44626,207.26,204.779,5.6279222051701066,4.249386905425585,57.351684238681024,14.949917743481462,38.578947698429495,42.139229891030496,17.900277,246.065199672,2,-0.1886752465029272,90.0
360,FLUCLOXACILLIN,Clc1cccc(F)c1-c1noc(C)c1C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O,60.0,47,30,17,5,50,33,36,42,2,1,6,52,391.6666539999998,403.93410200000005,341.1431,333.274,14.113038855297651,7.406239558921762,93.2795578482387,19.846320666670863,55.151342053953705,57.34741066223153,27.757519,453.0561475440004,4,-4.6185069851979605,60.0
361,Fluconazole,Fc1cc(F)ccc1C(O)(Cn1ncnc1)Cn1ncnc1,90.0,34,22,12,1,36,24,20,29,0,1,7,34,285.2098079999999,295.74216,252.8737,249.2998,7.134080989651058,4.337905596891433,71.80235137345143,5.106527394840706,34.63545392362757,31.30228631267322,19.964484,306.10406544400036,5,-2.4805320252223555,90.0
362,Flucytosine,FC1=CNC(=O)N=C1N,85.75,13,9,4,1,13,9,6,10,0,0,3,12,116.99254399999998,111.906712,96.36,95.637,2.4272850737356917,1.4081002997392655,29.74090679520437,10.717645998109393,9.967957041894415,19.358935185185185,7.133828,129.033839968,0,-1.290191016200543,85.75
363,Fludarabine,P(OCC1OC(n2c3nc(F)nc(N)c3nc2)C(O)C1O)(O)(O)=O,56.25,37,24,13,7,39,26,28,34,3,4,10,40,329.5406089999999,335.1287880000001,283.5964,279.898,13.00603950526724,5.571082955933346,79.98661788933083,30.4704084261486,64.43769433357716,47.852579546625826,30.894691000000005,365.0536626060003,4,1.1488646866834966,56.25
364,Flumazenil,Fc1cc2c(-n3c(CN(C)C2=O)c(nc3)C(OCC)=O)cc1,16.0,36,22,14,3,38,24,25,31,0,0,5,35,293.82629199999997,303.877852,257.3205,252.4,8.031602884485887,4.614441627900215,69.51831794570448,9.636772684650527,39.9820268640825,44.07152045171707,23.189898,303.1019195280004,2,-3.233453427227294,16.0
365,Flunisolide,FC1C2=CC(=O)C=CC2(C2C(C3CC4OC(OC4(C(=O)CO)C3(CC2O)C)(C)C)C1)C,6.7,62,31,31,6,66,35,62,62,7,2,6,60,485.35506399999986,512.6621520000001,427.216,417.65,14.373181822998207,10.555809800092767,108.33869597067637,19.68678069728151,58.15419678148539,63.55427673847318,37.420417000000015,434.2104669320008,2,-3.0137531160051374,6.7
366,Flunitrazepam,Fc1ccccc1C1=NCC(=O)N(c2c1cc([N+](=O)[O-])cc2)C,75.5,35,23,12,3,37,25,22,28,0,0,4,36,287.92987999999997,295.503304,251.2057,246.29,7.835314379494973,4.169563282200501,70.90307672018332,4.899909730850478,30.134604169529638,51.025680429579246,18.035484,313.08626946400034,2,-4.5999071417985595,75.5
367,Fluocortolone,FC1C2=CC(=O)C=CC2(C2C(C3CC(C)C(C(=O)CO)C3(CC2O)C)C1)C,90.0,56,27,29,4,59,30,55,55,5,2,4,49,430.13367199999993,450.75083600000005,374.4055,365.4,13.185057009406552,9.549066370433275,93.7928637500468,10.213054789681411,40.66206843018279,53.63951908541194,31.942003000000003,376.20498762800077,2,-2.716394600946788,90.0
368,Fluorescein,O1C2(c3c(cccc3)C1=O)c1c(Oc3c2ccc(O)c3)cc(O)cc1,99.0,37,25,12,5,41,29,22,31,0,2,5,45,298.1904679999999,326.247196,275.69499999999994,269.15,8.594083360397295,4.7085006974079,79.49979428310405,19.68678069728151,16.182360077633266,62.25000000000002,16.378483999999997,332.0684734840003,0,-4.642206416719375,99.0
369,FLUOROURACIL,FC1=CNC(=O)NC1=O,28.0,12,9,3,2,12,9,4,9,0,0,2,12,113.42416000000001,104.891024,90.69199999999998,89.958,2.332965196076916,1.4893805877291162,29.79323438491589,4.9839785209472085,9.967957041894415,22.01518518518519,6.998621000000001,130.017855556,0,-1.5573625194695806,28.0
370,Fluoxetine,FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1,65.0,40,22,18,1,41,23,29,35,2,0,2,31,320.67447599999997,320.488064,269.593,263.85400000000004,9.8746503399051,5.00879574348762,72.40837216583918,10.053651557806381,13.592428388589768,22.889741300866838,23.702725999999995,309.1340488560005,6,-5.460459840276,65.0
371,Fluoxymesterone,FC12C(C3CCC(O)(C)C3(CC1O)C)CCC1=CC(=O)CCC12C,89.5,53,24,29,3,56,27,54,54,8,2,3,47,401.70092399999993,425.63592,352.62849999999986,344.15,12.374094376469884,9.173313576327887,84.07254727122769,10.213054789681411,33.37007675352402,41.198780234315954,31.074002999999994,336.2100730080008,0,-3.75850295938545,89.5
372,Flupenthixol,S1c2c(cc(cc2)C(F)(F)F)C(c2c1cccc2)=CCCN1CCN(CC1)CCO,48.75,55,30,25,1,58,33,45,51,1,1,4,47,431.89230499999985,450.495244,377.6495,368.7,16.29349215794091,8.103045745343058,96.6496120706616,10.006437125691184,60.781767256530024,33.626856795161174,34.299175000000005,434.1639690800008,5,-5.8700903207533335,48.75
373,Fluphenazine,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)CCO)cc(cc2)C(F)(F)F,2.7,56,30,26,1,59,33,47,53,1,1,5,47,441.27188899999993,461.3035,387.008,378.475,16.216926541325353,8.189471895941269,96.60794603182079,14.906346856541662,67.3265236624426,33.45818899470764,37.01238200000001,437.17486811200064,6,-5.2994187910396535,2.7
374,Flupirtine,Fc1ccc(cc1)CNc1nc(N)c(NC(OCC)=O)cc1,90.0,39,22,17,2,40,23,27,33,0,0,5,30,310.8316039999999,318.6115200000001,268.441,263.741,8.536262785423743,4.392754487355491,70.76568489764875,15.787319034968565,17.68410055639854,44.687648558656214,22.481518999999995,304.13355400400053,5,-4.531003059944697,90.0
375,Flurazepam,Clc1cc2c(N(CCN(CC)CC)C(=O)CN=C2c2ccccc2F)cc1,83.0,50,27,23,1,52,29,38,44,0,0,3,40,384.907757,400.16085,335.07,326.475,12.58850204818458,6.398273661855027,87.03617279941412,9.799819461700956,49.24255649253556,42.63705105334824,30.12476099999999,387.1513682560006,6,-6.50072605734836,83.0
376,Flurbiprofen,Fc1cc(ccc1-c1ccccc1)C(C(O)=O)C,92.0,31,18,13,2,32,19,19,25,0,1,1,26,243.15120400000006,246.582776,206.62099999999998,201.45,7.683517849569871,3.6206068070499433,57.96353637955421,5.106527394840706,11.075832682792557,34.700030234315946,15.022690999999995,244.08995787599997,3,-3.79824888365367,92.0
377,Flutamide,FC(F)(F)c1cc(NC(=O)C(C)C)ccc1[N+](=O)[O-],90.0,30,19,11,3,30,19,22,25,0,0,3,28,265.3072,247.500136,211.2032,208.269,6.754647418381366,4.142258928478025,61.454856289647644,5.316788604006331,10.830490778169176,30.74731434240363,16.978277,276.0721768720004,3,-3.6590753575766977,90.0
378,Fluticasone_propionate,S(C(=O)C1(OC(=O)CC)C2(CC(O)C3(F)C(C2CC1C)CC(F)C1=CC(=O)C=CC13C)C)CF,1.0,65,34,31,5,68,37,63,63,6,1,6,61,520.2877129999998,528.4486919999998,441.17,430.65,18.50496261176686,11.689860715237307,113.72010861805552,9.843390348640755,51.52642992842686,49.750754339567955,41.238417000000034,500.1844297520009,4,-4.759930954627958,1.0
379,Fluvastatin,Fc1ccc(cc1)-c1c2c(n(C(C)C)c1C=CC(O)CC(O)CC(O)=O)cccc2,25.5,56,30,26,4,58,32,40,49,5,3,4,45,435.260948,450.52313200000003,376.287,367.875,13.318744442182501,7.293253022122222,99.16289276361826,19.886681832313467,38.06391989576193,62.0245781689489,29.774382,411.18458653200065,8,-3.9986606281978814,25.5
380,Fluvoxamine,FC(F)(F)c1ccc(cc1)C(=NOCCN)CCCCOC,53.0,43,22,21,2,43,22,36,39,3,0,4,28,349.30218799999994,342.085388,287.2231,282.353,9.697947357912511,5.932487673667349,71.71737804672341,15.308119014698867,32.58000287898665,25.52847984300313,27.308346999999994,318.1555125720005,9,-4.689532896166977,53.0
381,Folic Acid,O=C1NC(=Nc2ncc(nc12)CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)N,75.0,51,32,19,6,53,34,32,42,3,2,9,47,422.4423679999999,433.078616,366.8415,361.195,10.258723170984156,6.361613942792102,107.2865581372665,26.58029947485626,54.0366000078734,93.0,27.092933,441.1396813280005,9,-3.8389271707229295,75.0
382,Folinic acid,O=C1N=C(NC=2NCC(N(C1=2)C=O)CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)N,4.0,57,34,23,7,59,36,42,49,4,2,9,50,470.20845599999984,481.51496799999995,406.8835,400.874,11.428592180700312,7.377988749050032,114.78441125795516,41.78097633066027,69.61009191306822,99.66666666666669,31.973761,473.1658960760006,10,-2.683911455382015,4.0
383,Foscarnet,P(O)(O)(=O)C(O)=O,9.0,10,7,3,5,9,6,7,7,0,3,2,9,100.779713,82.95689200000002,68.4333,67.38000000000001,7.723191402182901,1.4142602862030778,28.539318034013053,14.893350600345654,20.603744292839416,25.046296296296298,12.585620999999998,125.971809826,1,1.9199741619640711,9.0
384,Fosfomycin,P(O)(O)(=O)C1OC1C,32.25,15,8,7,4,15,8,14,14,1,2,2,13,129.38288500000002,124.154916,101.9203,99.68,9.04447801170293,2.416936567606258,32.129781353328696,14.523686159305,21.735844385543466,17.798842592592596,17.466448999999994,138.00819533400002,1,1.0634779432893646,32.25
385,Fosinopril,P(OC(OC(=O)CC)C(C)C)(=O)(CCCCc1ccccc1)CC(=O)N1CC(CC1C(O)=O)C1CCCCC1,35.0,85,39,46,7,87,41,77,80,11,1,6,56,645.2536970000001,662.0998999999998,546.4816999999998,532.945,25.33543264511889,13.055415963165018,135.77553739791477,14.743300079491231,59.05267145027797,72.40028701582409,62.6415220000001,563.3011894420013,14,-5.2635849114655056,35.0
386,Frovatriptan,O=C(N)c1cc2c3CC(NC)CCc3[nH]c2cc1,26.0,35,18,17,1,37,20,26,32,4,0,2,29,263.737736,285.099336,238.249,233.141,7.824885348565543,4.61806918113535,60.571426486312724,16.034434602115724,23.98067106212386,39.83333333333333,18.492519,243.13716216400002,2,-3.74287782159214,26.0
387,Fructose,O1CC(O)C(O)C(O)C1(O)CO,50.0,24,12,12,6,24,12,24,24,4,5,6,18,205.97496,205.119032,171.0265,169.5,4.204251653093999,3.7291640013447926,48.0,30.26949992800357,62.845411219044855,41.75,13.774483999999996,180.063388104,1,2.1649899685246625,50.0
388,Furosemide,Clc1cc(NCc2occc2)c(C(O)=O)c(S(=O)(=O)N)c1,63.5,32,21,11,5,33,22,19,25,0,1,5,32,272.370622,273.470482,229.2521,223.3078,10.438436807503717,4.00362845630535,69.42548607951049,14.840466935900386,19.493629667121493,33.82760529957868,20.805277,330.0077201320003,5,-3.3571788057487355,63.5
389,Fusidic acid,O(C(=O)C)C1CC2(C(CC(O)C3C2(CCC2C(C)C(O)CCC23C)C)C1=C(CCC=C(C)C)C(O)=O)C,91.0,85,37,48,6,88,40,84,84,11,3,5,64,636.3525639999998,667.78116,551.1405,538.1,19.328954217833214,13.661483417449825,134.01847901975236,20.056445138322168,45.570091923670724,84.91666666666667,51.62593600000007,516.3450892560013,5,-4.30321446308389,91.0
390,Gabapentin,OC(=O)CC1(CCCCC1)CN,51.5,29,12,17,2,29,12,28,28,6,1,2,16,218.9836,222.378848,183.3025,179.63299999999995,6.015798913144691,4.503484303890931,41.39780062798385,10.84019487200289,17.62058908870513,30.41666666666667,17.352518999999994,171.125928784,3,-1.3548838854307728,51.5
391,Galantamine,O1c2c3C4(C1CC(O)C=C4)CCN(Cc3ccc2OC)C,94.5,42,21,21,3,45,24,38,41,4,1,4,37,319.53329999999994,348.953656,290.9240000000001,284.475,9.728584258628787,6.043951460046077,71.79746715994955,19.480163033291284,42.91659583105509,43.58333333333333,26.249347,287.1521435320006,1,-2.655538308171106,94.5
392,Ganciclovir,O=C1NC(=Nc2n(cnc12)COC(CO)CO)N,4.5,31,18,13,4,32,19,21,28,1,2,8,26,259.6197200000001,268.75866,227.47000000000003,225.162,5.626468827440841,4.04713599816214,61.865315667049344,20.68358522064365,49.049820317088525,50.042407407407396,19.635691,255.096753896,5,-0.5961160611302603,4.5
